lncipediaGeneID,ensemblGeneID
LINC01714,ENSG00000227634.2
LINC00982,ENSG00000177133.10
lnc-MYEOV-2,ENSG00000259854.1
LINC01789,ENSG00000229457.1
LINC01150,ENSG00000229671.1
LINC02331,ENSG00000235269.1
CCDC18-AS1,ENSG00000223745.7
lnc-ULK4-2,ENSG00000233919.1
LINC01363,ENSG00000231605.5
LINC02518,ENSG00000232316.1
lnc-GALNT13-1,ENSG00000238004.1
lnc-MSX2-2,ENSG00000250256.1
lnc-AGA-2,ENSG00000251416.1
lnc-TMEFF2-1,ENSG00000232227.5
lnc-BDH1-2,ENSG00000235126.1
lnc-FAM47B-1,ENSG00000233928.5
lnc-TMPRSS15-5,ENSG00000226204.1
lnc-KCNIP4-1,ENSG00000249441.1
lnc-OSMR-4,ENSG00000251189.1
lnc-SIPA1L2-2,ENSG00000236372.1
LINC02015,ENSG00000231574.5
lnc-LELP1-1,ENSG00000229699.1
lnc-GLIPR1L1-1,ENSG00000254451.2
LINC01657,ENSG00000224718.1
lnc-PRSS3-2,ENSG00000227301.1
LINC00388,ENSG00000229788.1
lnc-LRFN2-3,ENSG00000227131.1
lnc-CADM2-7,ENSG00000242009.1
DLEU1,ENSG00000176124.11
lnc-CLCN4-1,ENSG00000227042.1
LINC01868,ENSG00000234169.1
LINC02212,ENSG00000249166.1
lnc-NOP56-1,ENSG00000228293.1
LINC02146,ENSG00000249490.1
lnc-MMS22L-1,ENSG00000226207.1
lnc-ETV1-2,ENSG00000237713.1
lnc-EGLN1-1,ENSG00000233461.5
lnc-SOX2-3,ENSG00000240478.1
EDRF1-AS1,ENSG00000224023.10
lnc-GRM7-5,ENSG00000228351.1
LINC01646,ENSG00000232596.2
LINC02567,ENSG00000237552.1
lnc-STAP1-4,ENSG00000251527.1
lnc-SMOC2-7,ENSG00000234519.1
LINC02247,ENSG00000223729.1
LINC02050,ENSG00000242781.1
lnc-LRIT2-2,ENSG00000233258.1
lnc-FAM160A1-1,ENSG00000251603.1
lnc-MATN1-2,ENSG00000236335.1
LINC01724,ENSG00000227421.1
lnc-EXOC3-2,ENSG00000250385.1
lnc-SFMBT2-1,ENSG00000232591.1
lnc-ZFP42-2,ENSG00000249642.1
lnc-ABCA1-1,ENSG00000230013.1
lnc-CRYBA4-7,ENSG00000233574.1
lnc-CRYBB3-1,ENSG00000236641.1
LINC01201,ENSG00000228659.1
lnc-BCAS1-1,ENSG00000225563.1
lnc-APBB1IP-1,ENSG00000234296.1
lnc-PAPD7-4,ENSG00000250060.1
lnc-MED10-9,ENSG00000250481.1
LINC01934,ENSG00000234663.6
LINC00945,ENSG00000232539.1
lnc-C22orf42-1,ENSG00000230120.1
LINC02262,ENSG00000224932.1
lnc-TMEM18-3,ENSG00000227713.1
lnc-TACR3-1,ENSG00000250920.1
lnc-PCYOX1-2,ENSG00000229229.1
lnc-EMX2-5,ENSG00000238276.5
LINC01304,ENSG00000237401.6
LINC01168,ENSG00000240707.2
lnc-CENPP-2,ENSG00000236115.1
TMEM212-AS1,ENSG00000234717.1
LINC01389,ENSG00000225762.1
lnc-MRPL39-14,ENSG00000234034.1
lnc-RGPD4-3,ENSG00000225588.2
lnc-LPP-10,ENSG00000224049.1
lnc-PTER-2,ENSG00000226140.5
lnc-CLDN11-1,ENSG00000242578.1
lnc-LRP5L-2,ENSG00000234884.1
lnc-AUTS2-2,ENSG00000233689.1
lnc-APOBEC3A-1,ENSG00000235209.1
lnc-GRIA2-2,ENSG00000249275.1
lnc-USP42-1,ENSG00000231704.5
lnc-RHOB-5,ENSG00000235911.1
lnc-BCOR-2,ENSG00000234191.1
lnc-FCN2-1,ENSG00000236403.1
LINC02072,ENSG00000225860.2
LINC00399,ENSG00000229792.1
LINC00222,ENSG00000203801.8
lnc-ANKRD30A-4,ENSG00000238176.1
lnc-GBE1-1,ENSG00000242190.1
LINC02472,ENSG00000248338.1
lnc-SPATA31D4-1,ENSG00000233926.1
lnc-MBL2-2,ENSG00000227121.1
TTTY2,ENSG00000212855.5
lnc-DRD5-10,ENSG00000249631.5
LINC01315,ENSG00000229891.1
LINC01520,ENSG00000230962.1
LINC01798,ENSG00000232046.6
LINC02263,ENSG00000228358.5
LINC01615,ENSG00000223485.2
LINC01332,ENSG00000250446.1
lnc-GADL1-1,ENSG00000227549.1
lnc-MITF-2,ENSG00000241667.1
lnc-LDLRAP1-1,ENSG00000225643.1
SEMA3B-AS1,ENSG00000232352.1
lnc-FAM229A-4,ENSG00000233775.1
lnc-RERE-2,ENSG00000233645.1
lnc-GBE1-3,ENSG00000241593.5
LINC01121,ENSG00000205054.6
LINC01991,ENSG00000224187.1
lnc-TMEM174-1,ENSG00000249743.5
lnc-CARD11-7,ENSG00000231892.1
lnc-PFKP-5,ENSG00000236968.1
lnc-PDCD2-2,ENSG00000225532.1
LINC00298,ENSG00000235665.5
lnc-OR4F5-2,ENSG00000241599.1
LINC01278,ENSG00000235437.7
lnc-ARHGAP29-1,ENSG00000236098.1
LINC00299,ENSG00000236790.5
LINC01907,ENSG00000226125.1
MHENCR,ENSG00000232442.1
lnc-RWDD3-7,ENSG00000237435.9
LINC01986,ENSG00000223587.1
lnc-IQCM-1,ENSG00000249317.1
lnc-XCL2-2,ENSG00000228697.2
lnc-DCUN1D1-1,ENSG00000240063.1
RASGRF2-AS1,ENSG00000251450.1
lnc-ADGRL3-7,ENSG00000249111.1
lnc-SHOX2-1,ENSG00000242536.1
LINC01231,ENSG00000236511.1
lnc-ADGRV1-5,ENSG00000250049.5
lnc-KLF6-4,ENSG00000236892.1
lnc-ZNF727-16,ENSG00000234387.1
LINC00426,ENSG00000238121.5
LINC01846,ENSG00000248901.1
lnc-PAPPA-1,ENSG00000228707.1
lnc-FAM174A-1,ENSG00000249787.1
LINC01736,ENSG00000228058.1
lnc-WNT7B-1,ENSG00000235091.1
LINC00601,ENSG00000235180.1
LINC01384,ENSG00000237396.1
lnc-FNDC1-3,ENSG00000224478.2
lnc-OLFM3-1,ENSG00000233359.1
lnc-AUH-2,ENSG00000237422.1
LINC02569,ENSG00000235781.1
lnc-ARHGAP12-1,ENSG00000237797.1
lnc-USP12-9,ENSG00000234772.1
lnc-SH3D21-2,ENSG00000234481.1
lnc-NBDY-3,ENSG00000224799.1
LINC01066,ENSG00000230403.1
lnc-DTNBP1-16,ENSG00000234261.3
lnc-PMP22-1,ENSG00000230971.1
lnc-CDH9-4,ENSG00000249099.1
lnc-ACKR3-1,ENSG00000232328.1
lnc-ANKRD20A2-18,ENSG00000275390.1
lnc-PCDH7-12,ENSG00000248417.1
LINC01705,ENSG00000232679.1
lnc-APOL1-1,ENSG00000223695.1
lnc-MRPL39-3,ENSG00000229962.1
lnc-PRR16-1,ENSG00000248927.1
LINC02572,ENSG00000229536.2
STK32A-AS1,ENSG00000250343.1
lnc-RAET1L-1,ENSG00000235972.1
lnc-BOC-3,ENSG00000240057.5
lnc-CMPK2-5,ENSG00000236172.6
lnc-FRMD4B-1,ENSG00000240842.1
LINC01362,ENSG00000230817.5
lnc-ROBO2-3,ENSG00000240241.5
LINC02274,ENSG00000258586.1
TMEM161B-AS1,ENSG00000247828.7
lnc-SLC24A3-1,ENSG00000233895.1
LINC00330,ENSG00000235097.1
lnc-U2SURP-3,ENSG00000243818.4
lnc-SLC35D3-1,ENSG00000235399.1
lnc-TASP1-7,ENSG00000230437.1
LINC01888,ENSG00000237576.1
lnc-CERKL-2,ENSG00000238171.1
lnc-CCKAR-2,ENSG00000251080.1
LINC02025,ENSG00000242339.1
lnc-ZNF485-68,ENSG00000226808.1
lnc-PITX1-2,ENSG00000248482.1
lnc-ARHGEF26-1,ENSG00000243486.1
lnc-CYB5R4-5,ENSG00000228679.1
lnc-CCDC180-4,ENSG00000235494.1
LINC00648,ENSG00000259129.5
lnc-UCHL5-3,ENSG00000223344.1
lnc-ATAD2B-3,ENSG00000235497.5
lnc-CSMD1-1,ENSG00000254319.5
lnc-NOCT-6,ENSG00000250034.1
LINC01829,ENSG00000236780.5
lnc-RNF150-1,ENSG00000248747.1
lnc-GPR149-1,ENSG00000243861.1
lnc-TPO-1,ENSG00000283766.1
lnc-OTOL1-3,ENSG00000240792.1
UBE2E2-AS1,ENSG00000233153.5
lnc-NAA35-16,ENSG00000232211.1
lnc-COL18A1-3,ENSG00000229382.1
LINC01341,ENSG00000227953.6
lnc-MID1IP1-1,ENSG00000235806.1
DARS-AS1,ENSG00000231890.7
lnc-ALKAL2-2,ENSG00000235779.7
lnc-TNFAIP6-1,ENSG00000228064.1
lnc-USP16-5,ENSG00000234083.1
lnc-SATB2-1,ENSG00000231557.1
lnc-LIMCH1-1,ENSG00000249122.1
LINC02208,ENSG00000250891.1
lnc-EMX2-2,ENSG00000234952.1
LINC00968,ENSG00000246430.6
LINC00906,ENSG00000267339.5
lnc-ZEB2-2,ENSG00000234940.1
lnc-CXCL12-3,ENSG00000234580.1
lnc-CCDC71L-1,ENSG00000243797.6
CFAP58-DT,ENSG00000231233.1
lnc-LRRFIP1-1,ENSG00000227107.1
lnc-MEF2C-1,ENSG00000250377.1
LINC01350,ENSG00000228309.6
lnc-LRRTM4-1,ENSG00000227088.1
lnc-NIFK-4,ENSG00000226708.1
lnc-C6orf118-9,ENSG00000226739.1
LINC01716,ENSG00000225657.2
LINC00892,ENSG00000233093.5
lnc-FAM182B-3,ENSG00000231081.1
lnc-ECEL1-1,ENSG00000237087.1
lnc-ADCY2-3,ENSG00000251250.1
lnc-ATIC-4,ENSG00000228618.1
LINC00882,ENSG00000242759.6
LINC01375,ENSG00000226159.1
lnc-CCT8-1,ENSG00000224649.1
LINC01217,ENSG00000251219.1
LINC02045,ENSG00000243347.1
lnc-MUC20-67,ENSG00000242086.8
LINC01104,ENSG00000232084.5
lnc-RAB3GAP2-3,ENSG00000231529.1
lnc-PCDH18-1,ENSG00000250126.1
lnc-FOXD3-3,ENSG00000203605.3
lnc-RP9-2,ENSG00000236494.1
lnc-BUB3-4,ENSG00000230131.5
LINC02508,ENSG00000251619.1
lnc-GATA3-7,ENSG00000223808.1
lnc-C7orf25-2,ENSG00000231539.1
lnc-TNFAIP6-2,ENSG00000224048.5
LINC01248,ENSG00000230090.5
LINC02358,ENSG00000251256.1
lnc-MYB-5,ENSG00000227723.1
PARAL1,ENSG00000243961.2
LINC01741,ENSG00000236720.1
LINC02068,ENSG00000223387.6
LINC01426,ENSG00000234380.1
lnc-GPR89B-1,ENSG00000274372.4
LINC01883,ENSG00000235009.1
LINC01811,ENSG00000236452.1
LINC00685,ENSG00000226179.6
lnc-SPANXB1-1,ENSG00000229269.1
LINC01732,ENSG00000237292.1
lnc-AHR-3,ENSG00000228675.1
lnc-SPATA17-3,ENSG00000230714.1
lnc-SPOPL-1,ENSG00000230569.1
GACAT1,ENSG00000232991.5
LINC00332,ENSG00000230710.1
lnc-TBC1D22A-4,ENSG00000230345.1
lnc-SAMD11-16,ENSG00000235146.2
LINC00114,ENSG00000223806.7
lnc-YWHAH-1,ENSG00000227519.1
lnc-ANLN-3,ENSG00000235728.1
lnc-EXOC4-2,ENSG00000225881.1
lnc-STMP1-8,ENSG00000232053.6
LINC02192,ENSG00000261325.1
LINC02017,ENSG00000243572.1
lnc-HES1-2,ENSG00000229964.1
lnc-PTPA-1,ENSG00000241084.1
lnc-KLF7-1,ENSG00000234902.6
lnc-TMEM63B-1,ENSG00000231881.1
lnc-GPCPD1-8,ENSG00000225640.1
lnc-TMEM242-3,ENSG00000227360.1
LINC01013,ENSG00000228495.1
lnc-FAM84A-1,ENSG00000228505.5
lnc-FAM172A-3,ENSG00000251361.1
LINC02561,ENSG00000224034.1
lnc-RGPD3-1,ENSG00000231505.1
lnc-PARD3B-1,ENSG00000237843.1
LINC01323,ENSG00000241636.1
LINC02200,ENSG00000250358.5
lnc-PBX3-6,ENSG00000232413.1
FAM41C,ENSG00000230368.2
lnc-P2RY1-3,ENSG00000244545.1
LINC01997,ENSG00000241383.1
lnc-ITGA6-1,ENSG00000232555.1
lnc-ELF2-2,ENSG00000250195.1
lnc-SCLT1-9,ENSG00000250503.1
LINC02248,ENSG00000235160.1
lnc-IMMP2L-1,ENSG00000226965.1
lnc-MECR-2,ENSG00000228176.1
lnc-NEUROD1-1,ENSG00000225570.1
lnc-SOCS5-4,ENSG00000239332.5
LINC01790,ENSG00000230173.1
lnc-HDAC2-4,ENSG00000223811.1
LINC00637,ENSG00000258735.1
lnc-GDAP2-1,ENSG00000236866.5
LINC02006,ENSG00000238755.3
lnc-CCDC93-1,ENSG00000238207.1
lnc-IL31RA-4,ENSG00000249236.2
lnc-LRFN2-1,ENSG00000226070.1
RRS1-AS1,ENSG00000246145.1
lnc-COL6A3-4,ENSG00000224844.1
LINC00317,ENSG00000238265.1
LINC02476,ENSG00000225546.5
lnc-COA6-3,ENSG00000230404.1
LINC01038,ENSG00000229011.1
lnc-HIVEP1-4,ENSG00000234427.1
lnc-SLITRK5-35,ENSG00000229443.1
LINC01672,ENSG00000228750.6
LINC01445,ENSG00000231427.5
lnc-LCORL-1,ENSG00000251048.1
lnc-ITPRIP-2,ENSG00000225768.1
lnc-PPA2-2,ENSG00000250522.1
LINC01622,ENSG00000278343.1
LINC01809,ENSG00000232548.1
LINC01078,ENSG00000223880.1
lnc-CXCL8-1,ENSG00000228277.1
lnc-OR4F29-7,ENSG00000239906.1
lnc-FAM172A-7,ENSG00000249984.1
lnc-ATAD2B-12,ENSG00000232451.1
lnc-SERHL2-2,ENSG00000230107.1
lnc-IRX2-2,ENSG00000248137.1
lnc-NDUFS6-1,ENSG00000249966.1
lnc-BMX-1,ENSG00000225833.1
lnc-KLF12-1,ENSG00000177596.1
lnc-CCSER1-1,ENSG00000249052.1
LINC02494,ENSG00000250340.1
lnc-OR51B6-1,ENSG00000224091.1
SMCR2,ENSG00000223979.2
lnc-PIK3R1-4,ENSG00000249588.1
lnc-ANKH-2,ENSG00000249332.1
lnc-FKBP1C-5,ENSG00000275773.1
C10orf71-AS1,ENSG00000236208.1
LINC01527,ENSG00000224308.1
LINC01141,ENSG00000236963.6
LINC02004,ENSG00000240006.1
IGFBP7-AS1,ENSG00000245067.6
LUADT1,ENSG00000196634.3
lnc-TAGAP-1,ENSG00000285492.1
lnc-ETV3-1,ENSG00000228239.1
DIRC3-AS1,ENSG00000233143.1
lnc-MFSD4B-1,ENSG00000230177.1
lnc-KLHL31-2,ENSG00000227885.1
lnc-CCDC7-21,ENSG00000223470.3
LINC01760,ENSG00000228504.1
LINC01336,ENSG00000250889.2
lnc-DRD5-11,ENSG00000248262.1
lnc-SOD2-2,ENSG00000237927.1
lnc-MN1-4,ENSG00000227880.1
lnc-LARGE1-5,ENSG00000234891.1
lnc-PMEPA1-1,ENSG00000203971.1
lnc-TFEC-4,ENSG00000242072.1
LINC01524,ENSG00000232294.5
lnc-FAM160A1-4,ENSG00000248991.1
lnc-SCAND1-2,ENSG00000237063.1
lnc-PCDH7-10,ENSG00000249228.1
lnc-C2orf71-1,ENSG00000229224.1
lnc-EPCAM-2,ENSG00000226087.1
LINC01614,ENSG00000230838.1
lnc-CHODL-4,ENSG00000231620.1
lnc-KCNS3-2,ENSG00000224626.1
lnc-METTL15-3,ENSG00000248990.1
HAR1B,ENSG00000231133.6
LINC02077,ENSG00000244461.1
lnc-RMDN2-3,ENSG00000236572.1
RC3H1-IT1,ENSG00000236535.1
lnc-CWC22-1,ENSG00000225258.1
lnc-PABPC4L-2,ENSG00000251598.1
lnc-NOM1-1,ENSG00000230033.1
LINC02537,ENSG00000223469.1
lnc-USP41-1,ENSG00000235578.1
lnc-VGLL3-2,ENSG00000239767.1
LINC02064,ENSG00000248391.5
lnc-DRD5-5,ENSG00000249334.1
lnc-PGS1-2,ENSG00000267737.1
lnc-C3orf67-1,ENSG00000243903.1
LINC00642,ENSG00000233208.5
lnc-ADAMTS16-4,ENSG00000251371.1
LNCARSR,ENSG00000233086.7
LINC02283,ENSG00000248184.1
lnc-TRIML2-5,ENSG00000251490.1
lnc-RCHY1-1,ENSG00000248646.1
lnc-NBAS-2,ENSG00000237326.1
lnc-PCDH10-9,ENSG00000248434.1
lnc-OFD1-1,ENSG00000233535.1
lnc-GRM3-2,ENSG00000235139.2
LINC02013,ENSG00000228730.1
lnc-CHAD-2,ENSG00000249451.1
LINC02174,ENSG00000249297.1
lnc-CNR1-1,ENSG00000234426.1
lnc-FAM151A-2,ENSG00000235741.1
lnc-OR52A5-1,ENSG00000236897.1
lnc-ZEB2-5,ENSG00000226218.1
lnc-MRPL39-12,ENSG00000231986.1
LINC01920,ENSG00000236049.1
LINC01539,ENSG00000267712.5
lnc-TFAP2D-1,ENSG00000233470.1
LINC02102,ENSG00000248677.1
lnc-PYDC2-1,ENSG00000223812.6
LINC01496,ENSG00000234766.1
LINC01116,ENSG00000163364.9
LINC02047,ENSG00000239454.1
lnc-NPY5R-1,ENSG00000250027.1
lnc-CNOT6-2,ENSG00000250509.1
lnc-PTPRE-1,ENSG00000280953.2
TEMN3-AS1,ENSG00000251336.1
CAMTA1-DT,ENSG00000237436.1
LINC02053,ENSG00000241696.1
lnc-LRRTM3-3,ENSG00000235356.1
ENTPD1-AS1,ENSG00000226688.6
lnc-MANEA-1,ENSG00000231143.1
lnc-RPP30-5,ENSG00000238291.1
lnc-KLF6-5,ENSG00000233321.1
lnc-EPS8L3-1,ENSG00000235005.1
LINC02020,ENSG00000234548.5
lnc-MED10-8,ENSG00000251426.1
BARX1-DT,ENSG00000235601.1
LINC01950,ENSG00000251027.1
lnc-GIN1-1,ENSG00000248203.1
lnc-QKI-2,ENSG00000235538.1
TTTY15,ENSG00000233864.7
lnc-CHST2-2,ENSG00000241679.2
lnc-ANKRD50-3,ENSG00000249837.1
lnc-RNASEH1-1,ENSG00000242282.6
lnc-PCSK9-4,ENSG00000234810.3
lnc-ZIC4-2,ENSG00000239661.1
LINC01079,ENSG00000229609.1
PANCR,ENSG00000250103.2
LINC02153,ENSG00000253199.1
lnc-MRPL39-11,ENSG00000235564.1
LINC00545,ENSG00000236094.1
LINC02485,ENSG00000248456.1
NUTM2B-AS1,ENSG00000226676.1
lnc-TMEM206-5,ENSG00000226251.5
lnc-COX7C-4,ENSG00000248363.5
lnc-AHI1-3,ENSG00000236378.1
LINC01398,ENSG00000224863.2
lnc-ACOT11-2,ENSG00000232245.1
lnc-GLRB-3,ENSG00000248912.1
LINC02041,ENSG00000228952.1
lnc-CSF2RB-1,ENSG00000215403.1
lnc-SP140-3,ENSG00000225963.7
LINC00310,ENSG00000227456.7
lnc-TMEM229A-1,ENSG00000243574.1
lnc-SPRY1-11,ENSG00000251526.1
LINC01931,ENSG00000162947.4
lnc-GPR101-1,ENSG00000224765.1
LINC02528,ENSG00000229922.5
lnc-FBXO8-2,ENSG00000249875.1
lnc-HS3ST4-1,ENSG00000231876.7
LINC02374,ENSG00000249747.1
LINC01940,ENSG00000227744.4
LINC01717,ENSG00000232812.1
lnc-CYYR1-2,ENSG00000229025.1
lnc-BOLL-2,ENSG00000237035.1
lnc-VLDLR-1,ENSG00000231052.1
LINC00278,ENSG00000231535.5
lnc-FAM49A-4,ENSG00000231266.1
lnc-ANKRD55-8,ENSG00000234553.1
lnc-CYSTM1-1,ENSG00000254363.6
lnc-TECRL-1,ENSG00000250775.1
lnc-ASAP2-1,ENSG00000240980.1
lnc-BCL9-1,ENSG00000227139.1
lnc-JAK1-2,ENSG00000231485.1
LINC01431,ENSG00000232645.5
lnc-RAB28-1,ENSG00000250098.1
LINC01879,ENSG00000276397.1
lnc-RAPGEF2-1,ENSG00000250180.1
lnc-ANGPTL2-2,ENSG00000224842.2
lnc-COP1-1,ENSG00000227740.1
lnc-ZNF648-2,ENSG00000232309.1
TRERNA1,ENSG00000231265.1
LINC01360,ENSG00000233973.6
LINC00284,ENSG00000233725.7
LINC02289,ENSG00000258819.1
lnc-MBOAT7-1,ENSG00000223660.1
lnc-UBE2B-1,ENSG00000248559.1
lnc-GRXCR1-1,ENSG00000251517.1
LINC00523,ENSG00000196273.7
LINC01812,ENSG00000237013.1
LINC01522,ENSG00000237423.1
LINC01739,ENSG00000229537.6
lnc-CRBN-1,ENSG00000223727.6
lnc-ECHDC3-11,ENSG00000231496.1
lnc-KLHL31-2,ENSG00000228614.1
lnc-SLC25A27-2,ENSG00000236466.1
lnc-CNTN6-2,ENSG00000224239.1
lnc-SAXO1-2,ENSG00000227167.1
LINC00365,ENSG00000224511.1
lnc-KLHL8-3,ENSG00000250572.1
lnc-SH2D4B-1,ENSG00000231082.1
lnc-GPX5-1,ENSG00000246350.1
lnc-FAM19A3-2,ENSG00000224167.1
lnc-VSNL1-4,ENSG00000223536.5
lnc-NOCT-1,ENSG00000250501.2
lnc-AGTR1-3,ENSG00000241792.1
lnc-NVL-1,ENSG00000232628.5
LINC02271,ENSG00000240152.2
lnc-SNX5-1,ENSG00000233625.1
lnc-GTF2F2-1,ENSG00000228886.1
lnc-XRN2-4,ENSG00000233492.1
lnc-SNAP25-1,ENSG00000232448.1
lnc-PPDPF-1,ENSG00000230226.1
lnc-CMPK2-10,ENSG00000230515.1
LINC02215,ENSG00000249128.1
lnc-MGMT-5,ENSG00000225424.1
lnc-CBWD3-1,ENSG00000226904.1
lnc-SEC61G-6,ENSG00000234105.1
LINC02549,ENSG00000226497.1
lnc-SOX9-6,ENSG00000225818.1
lnc-LNPEP-8,ENSG00000248202.1
lnc-FBXW7-3,ENSG00000250706.1
lnc-KDM4C-19,ENSG00000229611.1
lnc-ROCK2-1,ENSG00000230952.1
LINC00395,ENSG00000231061.1
lnc-ETS2-1,ENSG00000229986.1
lnc-RNPC3-1,ENSG00000230759.1
lnc-C2CD4A-4,ENSG00000259530.1
lnc-SERTAD2-3,ENSG00000234572.1
LINC01822,ENSG00000229621.1
LINC00533,ENSG00000235570.1
lnc-ZBTB18-1,ENSG00000237759.1
LINC01153,ENSG00000227143.1
lnc-FYTTD1-8,ENSG00000237167.1
lnc-CNIH3-1,ENSG00000225334.1
lnc-PHTF2-1,ENSG00000232756.1
lnc-HDAC4-4,ENSG00000226992.1
LINC00383,ENSG00000237534.1
lnc-EXOSC9-4,ENSG00000249409.1
lnc-FAM237A-1,ENSG00000231653.1
lnc-PABPC1L2B-1,ENSG00000231963.1
LINC01885,ENSG00000237880.1
FEZF1-AS1,ENSG00000234418.1
lnc-SEMA4D-3,ENSG00000236507.1
lnc-SORCS3-1,ENSG00000237761.1
SIX3-AS1,ENSG00000236502.1
lnc-DISP1-8,ENSG00000226601.1
DANT2,ENSG00000235244.3
lnc-NCAM2-4,ENSG00000226043.1
LINC01656,ENSG00000232655.1
lnc-RPL24-2,ENSG00000241754.1
LINC01710,ENSG00000225561.1
LINC00972,ENSG00000225128.1
MIR3681HG,ENSG00000224184.5
lnc-MME-9,ENSG00000242790.1
lnc-C2orf91-3,ENSG00000226398.1
BACH1-AS1,ENSG00000232118.2
LINC02474,ENSG00000228437.5
lnc-FAM78B-1,ENSG00000225325.1
lnc-FAM43A-5,ENSG00000238031.1
lnc-ZNF608-2,ENSG00000248296.1
lnc-ANLN-1,ENSG00000237400.1
lnc-TFCP2L1-2,ENSG00000234455.1
lnc-AKR1E2-5,ENSG00000227101.1
lnc-MYB-1,ENSG00000224374.1
LINC02499,ENSG00000250436.1
LINC00366,ENSG00000229437.1
lnc-DCLK2-2,ENSG00000250905.1
lnc-RAPH1-2,ENSG00000237271.1
lnc-ENPP1-3,ENSG00000236166.1
LINC01884,ENSG00000233587.1
LINC01507,ENSG00000230945.1
lnc-PCDH7-9,ENSG00000248176.1
lnc-MVB12B-2,ENSG00000226078.1
lnc-CXCL12-2,ENSG00000237590.1
LINC01525,ENSG00000235202.1
lnc-ADAMTS12-6,ENSG00000249572.1
PANTR1,ENSG00000233639.5
lnc-HS3ST5-2,ENSG00000232395.1
lnc-USP6NL-7,ENSG00000225383.7
lnc-USP25-13,ENSG00000236471.1
lnc-JAM2-3,ENSG00000223870.1
LINC02511,ENSG00000248869.5
lnc-MEOX2-1,ENSG00000225974.1
LINC02491,ENSG00000248686.1
LINC01007,ENSG00000233123.1
lnc-MAN2A1-10,ENSG00000248440.1
lnc-RP9-3,ENSG00000233219.1
LINC01969,ENSG00000249406.1
TTTY2B,ENSG00000212856.5
LINC01114,ENSG00000234177.5
lnc-WDR48-1,ENSG00000231243.1
lnc-RCHY1-3,ENSG00000251185.1
LINP1,ENSG00000223784.1
lnc-COL6A1-3,ENSG00000228235.1
LINC02257,ENSG00000238042.5
lnc-FILIP1L-1,ENSG00000243089.1
lnc-THBS2-1,ENSG00000233085.5
lnc-CEBPB-11,ENSG00000234698.1
lnc-CTTNBP2-3,ENSG00000234826.1
lnc-RND3-2,ENSG00000232359.1
lnc-VEGFC-2,ENSG00000249458.1
lnc-UNCX-1,ENSG00000233082.1
LINC01700,ENSG00000232837.1
LINC00410,ENSG00000231674.1
lnc-PHF14-3,ENSG00000236414.1
lnc-NTM-5,ENSG00000236129.1
lnc-COX7C-3,ENSG00000248701.1
LINC02382,ENSG00000250968.1
lnc-CENPS-CORT-1,ENSG00000203469.2
lnc-BRINP3-2,ENSG00000238054.1
lnc-IL6-3,ENSG00000232949.1
AFDN-DT,ENSG00000198221.8
LINC01247,ENSG00000227007.1
BMPR1B-DT,ENSG00000249599.1
LINC02488,ENSG00000249362.1
lnc-CDC73-4,ENSG00000231714.1
LINC01400,ENSG00000232920.1
lnc-NLGN1-2,ENSG00000237473.1
lnc-IGFBP3-8,ENSG00000240355.1
lnc-BCL2L11-2,ENSG00000229118.1
lnc-RNASEH1-5,ENSG00000229550.1
lnc-MYO10-2,ENSG00000249199.1
lnc-AKT3-3,ENSG00000229960.1
lnc-TRIQK-1,ENSG00000279847.3
LINC00710,ENSG00000229240.8
lnc-CANX-1,ENSG00000250999.1
LINC01786,ENSG00000230415.1
lnc-TNFSF4-1,ENSG00000226375.1
lnc-KLHDC10-1,ENSG00000229196.3
lnc-PAPPA2-1,ENSG00000236021.1
lnc-RIPK1-1,ENSG00000229282.1
lnc-CEP170-3,ENSG00000234116.1
lnc-CSRNP3-9,ENSG00000235192.1
lnc-PKD2L1-1,ENSG00000231188.1
LINC01980,ENSG00000225548.6
lnc-CCT8L2-9,ENSG00000233866.1
lnc-OTOS-1,ENSG00000227479.1
LINC02123,ENSG00000250668.1
lnc-IQCM-3,ENSG00000249752.1
LINC02142,ENSG00000223597.2
LINC01767,ENSG00000223956.2
lnc-CTNND2-1,ENSG00000248783.1
lnc-SMAD5-4,ENSG00000250284.1
LINC00315,ENSG00000184274.3
LINC01969,ENSG00000251085.1
lnc-EFNA5-1,ENSG00000249959.5
lnc-USP6NL-9,ENSG00000234306.1
lnc-SLC6A9-2,ENSG00000237950.1
LINC02504,ENSG00000248339.1
lnc-C9orf50-4,ENSG00000230676.1
LINC01280,ENSG00000224391.1
lnc-CPO-3,ENSG00000224342.1
MIR5689HG,ENSG00000229401.1
lnc-GPR3-2,ENSG00000237429.1
LINC01911,ENSG00000231040.1
lnc-EIF4A2-1,ENSG00000231724.1
lnc-TAF3-1,ENSG00000232638.1
LINC02216,ENSG00000249551.1
SNHG27,ENSG00000251676.1
LINC01044,ENSG00000223626.1
LINC00486,ENSG00000230876.6
LINC01506,ENSG00000234506.5
lnc-PTGFR-1,ENSG00000237413.5
lnc-FBXO5-2,ENSG00000224893.5
lnc-ACP1-3,ENSG00000227061.1
LINC00689,ENSG00000231419.6
LINC01918,ENSG00000226508.1
lnc-RPP30-6,ENSG00000224750.6
LINC01757,ENSG00000228105.1
LINC02040,ENSG00000243149.1
lnc-CPEB2-3,ENSG00000251679.1
lnc-RORB-1,ENSG00000227809.1
lnc-CHODL-13,ENSG00000230233.1
lnc-FOXO1-2,ENSG00000215483.10
