lncipediaGeneID,ensemblGeneID
lnc-SNX19-9,ENSG00000237654.5
lnc-MPHOSPH6-2,ENSG00000261176.1
LEMD1-AS1,ENSG00000226235.1
lnc-XRN2-1,ENSG00000225280.6
lnc-EGFR-4,ENSG00000234707.2
lnc-PWP1-1,ENSG00000258136.1
lnc-IDI1-1,ENSG00000233052.1
lnc-MAGOH-1,ENSG00000225030.1
lnc-ATP6V1E2-4,ENSG00000232696.1
lnc-FBXO7-2,ENSG00000236054.1
lnc-KLRF2-1,ENSG00000255882.1
lnc-UNC5CL-3,ENSG00000236075.1
lnc-PPP4R1-5,ENSG00000263847.1
ZNF32-AS3,ENSG00000223910.1
LMLN-AS1,ENSG00000232832.1
LINC00609,ENSG00000258342.1
lnc-LAMP5-1,ENSG00000232738.1
lnc-MRPS14-2,ENSG00000229531.5
AQP4-AS1,ENSG00000260372.6
lnc-SMARCC2-5,ENSG00000257553.1
lnc-PRAC2-3,ENSG00000264451.1
lnc-SPACA3-2,ENSG00000265697.1
lnc-ART3-1,ENSG00000245928.2
lnc-NAT9-1,ENSG00000266036.1
lnc-COX7A2L-4,ENSG00000224875.2
lnc-IRX3-13,ENSG00000259725.1
LINC02138,ENSG00000205015.1
lnc-CYB5R2-9,ENSG00000254864.1
lnc-C17orf51-3,ENSG00000265043.1
SLC9A9-AS1,ENSG00000240012.1
lnc-CTBP2-1,ENSG00000226899.1
lnc-SLC7A6OS-1,ENSG00000261469.1
lnc-C20orf196-6,ENSG00000230563.2
lnc-RPGRIP1L-4,ENSG00000261630.1
lnc-POLE3-1,ENSG00000237073.1
lnc-CERS5-6,ENSG00000257298.1
MANEA-DT,ENSG00000261366.1
lnc-TMX3-1,ENSG00000263637.1
lnc-CCDC90B-1,ENSG00000254551.1
lnc-ARFGAP2-1,ENSG00000255520.1
lnc-JAG2-1,ENSG00000257622.1
lnc-BDNF-2,ENSG00000255496.1
lnc-CRNKL1-2,ENSG00000225417.1
CLSTN2-AS1,ENSG00000250433.1
CHL1-AS1,ENSG00000234661.2
lnc-ATP6V0D2-1,ENSG00000253699.1
lnc-PPP4R3C-2,ENSG00000228933.7
lnc-PRR25-2,ENSG00000260022.1
lnc-ACSBG1-1,ENSG00000259708.1
lnc-ZNF705D-2,ENSG00000255495.1
LINC02473,ENSG00000261121.1
lnc-GPR33-1,ENSG00000258196.1
lnc-C9orf135-2,ENSG00000261447.1
lnc-CXXC4-1,ENSG00000248242.1
lnc-CHRNA3-1,ENSG00000261762.1
WASIR1,ENSG00000185203.12
TTC39A-AS1,ENSG00000261664.5
lnc-SLC1A7-1,ENSG00000232993.1
lnc-MARCKS-1,ENSG00000175967.3
lnc-ARVCF-4,ENSG00000236540.7
DIP2A-IT1,ENSG00000223692.1
MNX1-AS1,ENSG00000243479.3
SIDT1-AS1,ENSG00000239453.1
lnc-GOLGA8M-1,ENSG00000261480.1
lnc-RTL1-1,ENSG00000258663.1
lnc-ZNF827-1,ENSG00000248356.1
ZFHX2-AS1,ENSG00000157306.14
lnc-TSPYL4-1,ENSG00000236326.1
lnc-NME1-2,ENSG00000249870.1
lnc-PLOD2-2,ENSG00000261051.1
lnc-ZNF516-4,ENSG00000266743.1
lnc-ZC3H14-1,ENSG00000258789.1
LINC01477,ENSG00000261715.1
LINC02489,ENSG00000255007.1
lnc-PDE1B-1,ENSG00000257634.1
lnc-WDR34-1,ENSG00000234705.1
lnc-ATAD1-2,ENSG00000196566.2
lnc-C1orf122-1,ENSG00000230955.1
lnc-NDUFS6-3,ENSG00000260066.1
lnc-PTBP3-8,ENSG00000230185.4
lnc-TFEC-2,ENSG00000243243.5
lnc-HMCN1-1,ENSG00000261729.1
lnc-PTPRR-2,ENSG00000257265.1
lnc-FNDC9-2,ENSG00000253653.1
XIAP-AS1,ENSG00000237331.1
lnc-NTHL1-1,ENSG00000261123.1
lnc-ALG14-1,ENSG00000226026.5
F10-AS1,ENSG00000231882.1
lnc-SLURP1-1,ENSG00000253806.1
lnc-BMF-1,ENSG00000259584.1
lnc-CERK-1,ENSG00000260708.1
lnc-KATNAL2-2,ENSG00000261307.1
lnc-TRIM36-4,ENSG00000246316.7
lnc-AGO2-2,ENSG00000259891.1
lnc-CHAC1-2,ENSG00000259617.1
lnc-LRRC8C-1,ENSG00000230735.1
LINC00659,ENSG00000223669.1
lnc-SPIDR-3,ENSG00000253745.1
TSPAN9-IT1,ENSG00000256197.1
EGLN3-AS1,ENSG00000258897.1
TXNDC12-AS1,ENSG00000228369.2
lnc-C8orf89-7,ENSG00000237061.1
lnc-TM2D2-1,ENSG00000253645.1
lnc-RGMA-3,ENSG00000260361.1
lnc-COX14-3,ENSG00000257256.1
lnc-PHF3-1,ENSG00000236345.1
lnc-C12orf66-3,ENSG00000255886.1
lnc-NRARP-1,ENSG00000260996.1
LINC02418,ENSG00000214039.8
lnc-PRPF18-4,ENSG00000225112.1
lnc-SLC25A48-7,ENSG00000249639.1
lnc-GUCY1A1-1,ENSG00000260244.1
lnc-HSD17B11-1,ENSG00000255723.1
C3orf67-AS1,ENSG00000242428.5
lnc-SDF2-1,ENSG00000265205.1
lnc-PLCD3-4,ENSG00000224505.2
LINC00620,ENSG00000224514.2
lnc-REM2-2,ENSG00000257285.5
LINC01898,ENSG00000261194.1
lnc-MPHOSPH6-3,ENSG00000260832.1
lnc-TBC1D12-1,ENSG00000244332.1
lnc-USP50-1,ENSG00000259298.1
lnc-ST20-MTHFS-1,ENSG00000261229.6
lnc-INAVA-1,ENSG00000234132.2
lnc-TP53I11-6,ENSG00000254693.1
lnc-KLHL25-3,ENSG00000259544.1
LINC02011,ENSG00000260902.1
lnc-FLRT1-2,ENSG00000256824.1
DNM3-IT1,ENSG00000233540.1
lnc-TP53TG3-36,ENSG00000260312.1
lnc-ENTPD1-1,ENSG00000240527.1
lnc-MYOM1-3,ENSG00000266513.1
lnc-SLC22A18-10,ENSG00000224513.2
lnc-IRF1-2,ENSG00000238160.1
lnc-ANK2-2,ENSG00000249304.1
lnc-AMFR-1,ENSG00000272372.1
lnc-MCTP2-2,ENSG00000259331.1
lnc-PHYHIPL-1,ENSG00000236556.1
TEX36-AS1,ENSG00000237675.5
lnc-SNX20-1,ENSG00000261644.2
lnc-TTC34-4,ENSG00000226286.1
lnc-TFB1M-1,ENSG00000235381.1
SYNJ2-IT1,ENSG00000233496.1
PCDH9-AS4,ENSG00000233840.1
NCF4-AS1,ENSG00000183822.3
LLPH-DT,ENSG00000239335.4
lnc-PRM1-1,ENSG00000263080.1
GPC6-AS2,ENSG00000224394.1
LINC01916,ENSG00000264232.1
lnc-LRRC14B-1,ENSG00000261434.1
lnc-CXorf56-2,ENSG00000226661.1
lnc-CCDC182-2,ENSG00000266100.1
KCNAB1-AS2,ENSG00000240596.1
lnc-SH2D7-3,ENSG00000259792.1
lnc-CCDC113-2,ENSG00000260927.1
lnc-IYD-1,ENSG00000232891.1
lnc-MBIP-3,ENSG00000257826.1
lnc-ACTRT1-1,ENSG00000260683.1
ARHGAP26-IT1,ENSG00000230789.1
NCOA7-AS1,ENSG00000232131.1
lnc-PPP1R9B-2,ENSG00000261959.1
SYNPR-AS1,ENSG00000241359.1
lnc-UNCX-3,ENSG00000229043.2
lnc-THUMPD1-1,ENSG00000260510.1
lnc-ZNF609-3,ENSG00000259635.1
lnc-BTC-2,ENSG00000249717.1
LINC00563,ENSG00000261097.1
lnc-OR10J3-1,ENSG00000228560.1
lnc-P3H1-1,ENSG00000228452.1
lnc-SENP8-1,ENSG00000261632.1
LINC01751,ENSG00000261249.1
lnc-ISCU-1,ENSG00000257221.3
lnc-EPHA1-1,ENSG00000232533.1
lnc-ERICH1-4,ENSG00000260721.1
lnc-STK32C-1,ENSG00000235010.1
lnc-MEX3B-2,ENSG00000259445.1
lnc-KCNJ13-1,ENSG00000241409.1
lnc-NENF-2,ENSG00000230063.1
lnc-ZNF33A-3,ENSG00000260137.1
lnc-MED13L-4,ENSG00000257407.1
lnc-CCL2-7,ENSG00000265115.1
lnc-ZNF827-2,ENSG00000260303.1
LINC02310,ENSG00000258808.1
CDRT8,ENSG00000265163.1
lnc-MTERF2-3,ENSG00000257711.1
lnc-TP53TG3-72,ENSG00000260611.1
lnc-MDM4-4,ENSG00000226330.1
PLCXD2-AS1,ENSG00000240766.1
lnc-DSC3-1,ENSG00000265670.1
lnc-COL6A3-14,ENSG00000124835.2
lnc-DSTYK-1,ENSG00000225063.1
lnc-ZNF124-2,ENSG00000232347.1
lnc-ZFC3H1-1,ENSG00000257761.1
lnc-ITK-1,ENSG00000254246.1
lnc-CLDN6-2,ENSG00000262362.1
lnc-MAT2B-3,ENSG00000253693.1
lnc-CD300LF-1,ENSG00000264659.1
lnc-PPM1H-7,ENSG00000257568.1
lnc-SEZ6-1,ENSG00000263613.1
lnc-ZNF768-1,ENSG00000261332.1
lnc-PTPN3-2,ENSG00000232939.1
lnc-ABCC1-1,ENSG00000262171.1
lnc-HNRNPAB-3,ENSG00000253698.1
lnc-TP53TG3D-3,ENSG00000261569.5
LIVAR,ENSG00000266304.1
lnc-GPR15-1,ENSG00000248839.1
lnc-CD38-1,ENSG00000249234.1
lnc-CDH1-1,ENSG00000266801.1
lnc-CCNK-1,ENSG00000235785.1
lnc-ALKBH6-1,ENSG00000248101.2
lnc-SLC6A4-151,ENSG00000265739.1
lnc-IL4-1,ENSG00000230612.3
SKAP1-AS1,ENSG00000263787.1
SLC5A4-AS1,ENSG00000242082.1
lnc-SRSF2-3,ENSG00000265121.1
lnc-SPP2-2,ENSG00000261298.1
lnc-TIGD3-1,ENSG00000255478.1
lnc-GRAP-3,ENSG00000262202.4
lnc-ZNF33B-2,ENSG00000259869.1
lnc-CTIF-1,ENSG00000264269.1
lnc-MRC2-3,ENSG00000265000.1
VWC2L-IT1,ENSG00000224257.1
LINC01494,ENSG00000235024.1
lnc-FAM92A-2,ENSG00000253848.1
lnc-OR4N2-2,ENSG00000273558.1
lnc-EXOC3L4-1,ENSG00000259444.1
lnc-POTEC-2,ENSG00000265737.1
lnc-DALRD3-1,ENSG00000223343.1
lnc-RHOB-2,ENSG00000223734.2
lnc-RAB4A-1,ENSG00000237481.1
lnc-WWC1-1,ENSG00000253357.1
ZNF710-AS1,ENSG00000259291.2
lnc-PAFAH1B2-1,ENSG00000224077.1
lnc-GANC-1,ENSG00000261002.5
lnc-HAND2-1,ENSG00000261646.1
lnc-ENOSF1-3,ENSG00000264635.1
PRRX2-AS1,ENSG00000236024.1
lnc-HBZ-1,ENSG00000228779.1
lnc-GALR1-4,ENSG00000264693.1
lnc-OSBPL1A-4,ENSG00000266489.1
lnc-SLC44A5-1,ENSG00000224149.1
ARPP21-AS1,ENSG00000230830.1
lnc-KDM5D-1,ENSG00000260197.1
lnc-EPOP-2,ENSG00000275532.1
lnc-UNC5CL-2,ENSG00000226454.1
lnc-C17orf97-6,ENSG00000263300.1
lnc-COMMD3-1,ENSG00000261671.1
lnc-PPFIBP2-2,ENSG00000254707.1
lnc-IBTK-10,ENSG00000232031.1
USP30-AS1,ENSG00000256262.1
lnc-GLRX-1,ENSG00000251409.1
lnc-KCNMB1-2,ENSG00000253591.1
PCGEM1,ENSG00000227418.6
lnc-CYLD-4,ENSG00000261238.1
lnc-CRACR2A-2,ENSG00000256691.1
lnc-DDIAS-2,ENSG00000255382.1
lnc-EN2-1,ENSG00000227365.1
lnc-SLC45A1-1,ENSG00000232912.5
lnc-KCTD3-3,ENSG00000236292.1
lnc-IFNA2-1,ENSG00000261696.1
LINC02124,ENSG00000259947.1
lnc-CCDC7-1,ENSG00000229327.1
lnc-TSHZ3-2,ENSG00000261400.1
lnc-LRTM2-1,ENSG00000203593.3
lnc-DCUN1D1-3,ENSG00000260377.1
RFPL1S,ENSG00000225465.8
lnc-IYD-2,ENSG00000224029.1
lnc-LRRC72-5,ENSG00000226323.1
lnc-CCDC102B-6,ENSG00000264634.1
lnc-CCDC107-1,ENSG00000227933.1
LINC01336,ENSG00000249856.1
lnc-MRC2-2,ENSG00000264546.1
LINC00605,ENSG00000251533.2
FAM99B,ENSG00000205865.4
lnc-IRF4-1,ENSG00000230433.1
lnc-SLC37A2-1,ENSG00000259290.1
lnc-ENY2-1,ENSG00000250267.2
lnc-MPLKIP-6,ENSG00000231951.1
lnc-NT5C-2,ENSG00000263786.1
lnc-HOXB1-1,ENSG00000266222.1
LINC00853,ENSG00000224805.2
lnc-UQCRHL-3,ENSG00000237938.5
lnc-KIF7-1,ENSG00000259615.1
lnc-GRIN2A-2,ENSG00000260756.1
lnc-IL25-1,ENSG00000259018.1
lnc-CGN-1,ENSG00000232536.1
lnc-GSN-2,ENSG00000227355.2
lnc-LRRC49-1,ENSG00000259532.1
lnc-TSPAN8-4,ENSG00000257454.1
lnc-FBN1-3,ENSG00000259488.2
lnc-SMPD2-1,ENSG00000260273.1
lnc-MIS12-1,ENSG00000262099.1
lnc-TMEM185B-1,ENSG00000224789.1
lnc-HDAC9-3,ENSG00000236536.1
UFL1-AS1,ENSG00000233797.1
lnc-LRRC46-1,ENSG00000264243.1
lnc-TP53TG3C-1,ENSG00000261682.1
lnc-POLR3E-5,ENSG00000260635.1
lnc-CLEC14A-1,ENSG00000259048.1
lnc-STOML1-3,ENSG00000260624.1
lnc-F13A1-2,ENSG00000261211.1
LINC00691,ENSG00000224074.3
lnc-CCDC125-2,ENSG00000248664.1
lnc-SLC25A5-1,ENSG00000237903.1
lnc-APC-9,ENSG00000251076.1
CACNA1C-IT2,ENSG00000256257.1
PRKX-AS1,ENSG00000236188.1
ATP2B2-IT1,ENSG00000236999.1
lnc-TMEM114-4,ENSG00000261198.1
lnc-ERP29-1,ENSG00000258323.1
lnc-CA12-1,ENSG00000259268.1
lnc-RAB12-3,ENSG00000265413.1
lnc-TPP1-1,ENSG00000254641.1
lnc-DSEL-1,ENSG00000260578.1
lnc-C17orf75-3,ENSG00000265222.1
lnc-BAG4-1,ENSG00000240015.2
lnc-PTK2B-6,ENSG00000253888.1
lnc-TBC1D30-1,ENSG00000215159.3
lnc-AP5B1-2,ENSG00000255404.1
lnc-KIAA0895-1,ENSG00000229679.1
lnc-ANKRD20A2-2,ENSG00000228136.1
lnc-TARBP1-1,ENSG00000231663.1
lnc-CNBD1-3,ENSG00000253171.1
lnc-ZNF516-4,ENSG00000265717.1
lnc-DMXL2-1,ENSG00000259701.1
lnc-RARRES2-3,ENSG00000239377.1
lnc-FBXW5-1,ENSG00000260190.1
HS1BP3-IT1,ENSG00000231948.2
PDCD4-AS1,ENSG00000203497.2
lnc-B4GALNT3-1,ENSG00000255825.1
lnc-HNRNPA1-1,ENSG00000258344.1
lnc-CEP120-2,ENSG00000251456.1
lnc-TNPO3-2,ENSG00000243230.1
lnc-UCK1-1,ENSG00000230289.1
lnc-MYEF2-8,ENSG00000259360.1
lnc-KANSL1-1,ENSG00000262881.1
LINC01927,ENSG00000266312.1
lnc-WDR77-1,ENSG00000243960.1
lnc-CDC14A-1,ENSG00000223906.1
lnc-TNFRSF10B-2,ENSG00000253142.1
lnc-ASAP2-3,ENSG00000261104.1
lnc-C5orf22-1,ENSG00000248624.1
lnc-RAPH1-1,ENSG00000256458.1
lnc-SLC38A2-1,ENSG00000257496.1
lnc-COPS7B-1,ENSG00000261096.1
LINC01239,ENSG00000234840.1
lnc-USP10-2,ENSG00000260859.1
lnc-CCNB2-1,ENSG00000259732.1
lnc-C5orf63-3,ENSG00000248799.1
DPYD-AS2,ENSG00000235777.1
lnc-MPHOSPH6-8,ENSG00000261285.5
lnc-ATP10A-1,ENSG00000258931.1
KIRREL3-AS1,ENSG00000257271.1
lnc-C22orf31-2,ENSG00000226772.1
lnc-GREM2-8,ENSG00000259776.1
lnc-HOXA13-2,ENSG00000253508.1
lnc-APCDD1-1,ENSG00000266102.1
lnc-MAF-5,ENSG00000260694.1
lnc-CHODL-1,ENSG00000244676.5
lnc-ACP1-1,ENSG00000228643.1
lnc-CPPED1-5,ENSG00000262011.1
lnc-ACHE-1,ENSG00000227053.1
lnc-TTC30A-1,ENSG00000236664.1
lnc-ATAD5-2,ENSG00000263603.1
lnc-BRD1-3,ENSG00000235111.1
lnc-CA5A-4,ENSG00000261327.4
lnc-YES1-2,ENSG00000265671.1
LINC00564,ENSG00000260094.1
lnc-JAK1-3,ENSG00000229294.1
SUCLA2-AS1,ENSG00000227848.1
lnc-LRRTM2-1,ENSG00000253404.1
lnc-USP53-3,ENSG00000260091.1
lnc-HRH4-8,ENSG00000265552.1
lnc-SLX1B-3,ENSG00000260517.3
lnc-CRB2-1,ENSG00000237336.1
lnc-PAX9-4,ENSG00000258601.1
lnc-PRPF19-1,ENSG00000256944.1
lnc-ANKRD33-2,ENSG00000259887.1
MIR600HG,ENSG00000236901.6
lnc-GDPD4-2,ENSG00000254988.1
lnc-RASSF7-1,ENSG00000254815.5
PRKAG2-AS1,ENSG00000239911.2
lnc-CTTN-1,ENSG00000254484.1
lnc-GABRA5-3,ENSG00000259152.1
lnc-SNCA-4,ENSG00000248984.1
lnc-MRGPRF-1,ENSG00000261625.1
lnc-LY96-1,ENSG00000254288.1
LINC02186,ENSG00000261856.1
lnc-NPIPB4-1,ENSG00000260306.1
lnc-CDC27-8,ENSG00000253347.1
lnc-UCK2-2,ENSG00000203307.2
lnc-ATOH8-1,ENSG00000229498.1
lnc-PXDNL-1,ENSG00000253475.1
lnc-CDY1-2,ENSG00000240450.1
DISC1-IT1,ENSG00000226758.1
lnc-FABP3-1,ENSG00000229044.1
lnc-SHF-2,ENSG00000259539.1
lnc-PDE4DIP-1,ENSG00000254539.1
lnc-CDIPT-2,ENSG00000259952.1
lnc-GTDC1-1,ENSG00000257226.1
TNR-IT1,ENSG00000235628.1
lnc-PTTG1-2,ENSG00000253687.1
ALG9-IT1,ENSG00000254450.1
lnc-NFE2L2-1,ENSG00000229337.1
lnc-FAM3A-1,ENSG00000261773.1
LINC01894,ENSG00000264345.1
lnc-PHKB-3,ENSG00000260744.1
lnc-TMEM74-1,ENSG00000253796.1
lnc-STK3-2,ENSG00000253948.1
lnc-SRP54-2,ENSG00000259135.1
LINC02127,ENSG00000261637.2
lnc-HRASLS-2,ENSG00000226709.1
lnc-RNF24-2,ENSG00000229539.1
RAI1-AS1,ENSG00000237328.1
lnc-SRSF2-2,ENSG00000267568.6
lnc-NSMAF-1,ENSG00000254048.1
lnc-PDZD8-1,ENSG00000225936.1
lnc-BEAN1-1,ENSG00000260755.1
lnc-MRPL39-1,ENSG00000260583.1
lnc-CTSZ-2,ENSG00000225806.7
SLC16A12-AS1,ENSG00000234452.5
lnc-MTRNR2L3-1,ENSG00000218018.2
lnc-CCDC113-1,ENSG00000260867.1
LINC02125,ENSG00000259995.1
lnc-BEST3-2,ENSG00000257241.1
lnc-MARCH8-1,ENSG00000231964.1
LINC00554,ENSG00000260738.1
lnc-KIF23-1,ENSG00000259645.1
lnc-CYB561-2,ENSG00000263644.1
SMAD1-AS2,ENSG00000250582.1
ZDHHC20-IT1,ENSG00000236953.1
lnc-NPY5R-3,ENSG00000249419.1
lnc-UBASH3B-2,ENSG00000255219.1
lnc-FBXO47-2,ENSG00000263466.1
lnc-MRPS5-2,ENSG00000233850.1
lnc-C4orf51-1,ENSG00000251687.1
lnc-PGPEP1L-15,ENSG00000259403.1
CDH23-AS1,ENSG00000223817.1
lnc-MAP1LC3B2-5,ENSG00000258346.1
lnc-SGSM2-1,ENSG00000262456.1
lnc-GATA5-1,ENSG00000260542.1
lnc-CDK5R1-2,ENSG00000266599.1
TRDN-AS1,ENSG00000235535.7
lnc-FTO-3,ENSG00000259759.1
lnc-ESRP2-2,ENSG00000262160.1
lnc-C8orf48-3,ENSG00000254575.1
lnc-CPEB4-4,ENSG00000253955.1
IL1R1-AS1,ENSG00000226925.1
lnc-HMGB2-1,ENSG00000248774.1
LINC00662,ENSG00000261770.1
lnc-LRRC75A-3,ENSG00000264739.1
lnc-C15orf41-7,ENSG00000259245.1
lnc-BTBD1-1,ENSG00000260579.1
FGF12-AS1,ENSG00000231383.2
GLIS2-AS1,ENSG00000262686.1
lnc-ALPK3-1,ENSG00000259415.1
lnc-CPM-1,ENSG00000257181.1
lnc-TMEM109-4,ENSG00000257052.1
LINC02158,ENSG00000225611.1
PAQR9-AS1,ENSG00000241570.8
TCF7L1-IT1,ENSG00000231134.1
PPP4R1-AS1,ENSG00000263627.1
lnc-TSPYL6-3,ENSG00000234943.2
lnc-CASP9-3,ENSG00000233485.1
lnc-SEPHS2-1,ENSG00000260487.1
AGBL5-AS1,ENSG00000231636.1
lnc-SPNS3-2,ENSG00000263165.1
lnc-ALKBH4-1,ENSG00000239480.1
lnc-KLHL22-1,ENSG00000236003.1
lnc-GLUD1-2,ENSG00000229969.1
ZNF385D-AS1,ENSG00000225542.1
AOAH-IT1,ENSG00000230539.1
lnc-EMID1-1,ENSG00000237015.1
lnc-MNS1-1,ENSG00000261823.1
AMMECR1-IT1,ENSG00000224142.1
PTCHD1-AS,ENSG00000233067.2
lnc-ZNF236-9,ENSG00000263982.1
lnc-ADAM22-2,ENSG00000228113.7
lnc-MAP7-1,ENSG00000260418.1
lnc-MIER3-1,ENSG00000225230.1
lnc-IL34-5,ENSG00000260156.1
lnc-RNASE1-1,ENSG00000258642.1
lnc-IGFBP2-8,ENSG00000259855.1
lnc-XRN1-1,ENSG00000244327.1
lnc-NOS2-2,ENSG00000266872.1
lnc-CMC2-2,ENSG00000260064.1
lnc-PRPF18-8,ENSG00000235410.1
lnc-PHOX2B-1,ENSG00000249216.1
lnc-COL3A1-1,ENSG00000228073.1
LINC02140,ENSG00000261803.1
lnc-SLC38A8-3,ENSG00000259914.1
lnc-PPP4R1-2,ENSG00000264964.1
lnc-TADA2B-1,ENSG00000187904.3
lnc-TBCD-1,ENSG00000262410.1
LINC01753,ENSG00000230250.2
lnc-PANK3-2,ENSG00000253978.1
lnc-ACSM5-1,ENSG00000263237.1
lnc-ARHGAP18-1,ENSG00000233351.1
lnc-IL10RA-1,ENSG00000254528.7
LINC02249,ENSG00000225930.3
lnc-ELMOD2-1,ENSG00000248335.1
lnc-CHSY1-3,ENSG00000259755.1
LINC01912,ENSG00000264699.1
lnc-KCNJ4-2,ENSG00000229955.1
lnc-GCSH-1,ENSG00000260495.1
lnc-HSPB7-1,ENSG00000233078.1
lnc-MYL12B-1,ENSG00000266578.1
lnc-DUSP1-2,ENSG00000253445.1
lnc-USP6NL-4,ENSG00000230322.1
lnc-CCNB1IP1-2,ENSG00000254846.1
LINC01070,ENSG00000260102.1
lnc-DLGAP3-1,ENSG00000255811.1
lnc-LINGO2-1,ENSG00000260412.1
AKT3-IT1,ENSG00000228939.1
TNFRSF10A-AS1,ENSG00000253930.1
lnc-PDRG1-1,ENSG00000226239.1
lnc-RABL2B-1,ENSG00000254499.1
RPS6KB2-AS1,ENSG00000255949.1
SNRK-AS1,ENSG00000234617.1
lnc-ZNF217-4,ENSG00000223492.1
lnc-MYBBP1A-1,ENSG00000229782.1
lnc-YRDC-1,ENSG00000233728.1
lnc-FBN1-2,ENSG00000259469.1
lnc-CNPY3-1,ENSG00000231113.2
lnc-PADI6-2,ENSG00000227751.1
lnc-TLE3-4,ENSG00000259309.1
lnc-RPH3AL-1,ENSG00000241525.4
lnc-SPSB4-1,ENSG00000248773.1
lnc-DDX60L-1,ENSG00000249623.1
lnc-PGPEP1L-1,ENSG00000259475.1
lnc-IFNK-2,ENSG00000237734.1
lnc-APTX-1,ENSG00000231193.1
lnc-FZD3-1,ENSG00000253567.1
lnc-RBM22-2,ENSG00000253852.1
lnc-ARHGAP28-12,ENSG00000265487.1
DLX6-AS1,ENSG00000231764.8
lnc-TRPT1-2,ENSG00000256341.1
lnc-TLE3-6,ENSG00000259215.1
ADIPOQ-AS1,ENSG00000226482.1
lnc-C8orf33-6,ENSG00000255164.1
lnc-CCL1-1,ENSG00000265775.1
lnc-GPT2-2,ENSG00000259821.1
lnc-SLC47A1-8,ENSG00000231477.2
lnc-ZWINT-5,ENSG00000236958.1
lnc-PPP4R1-8,ENSG00000266708.1
lnc-RNF125-3,ENSG00000263924.1
lnc-TBL1XR1-7,ENSG00000260217.1
lnc-PAQR9-1,ENSG00000240888.1
lnc-RD3L-1,ENSG00000258748.1
lnc-SPAG1-3,ENSG00000254364.1
lnc-FAM173B-1,ENSG00000260515.1
lnc-INS-IGF2-1,ENSG00000240801.1
lnc-MLH3-1,ENSG00000258646.1
lnc-GABRR3-1,ENSG00000249225.1
lnc-KDM5A-2,ENSG00000255746.1
lnc-TNFRSF10B-1,ENSG00000253616.5
lnc-DTYMK-1,ENSG00000235351.1
lnc-GRIA1-1,ENSG00000261382.1
lnc-HMBOX1-1,ENSG00000259366.1
lnc-TLCD2-2,ENSG00000262791.1
lnc-C9orf116-1,ENSG00000226706.1
lnc-C2orf54-2,ENSG00000223991.1
lnc-FANCC-9,ENSG00000224764.1
lnc-IRS4-3,ENSG00000261409.1
lnc-HNRNPA0-4,ENSG00000250159.6
lnc-ATF7IP2-2,ENSG00000261810.1
lnc-RPRML-1,ENSG00000261886.1
lnc-TNFRSF17-1,ENSG00000261216.1
lnc-REG3A-1,ENSG00000229385.1
lnc-AP3S1-4,ENSG00000249249.1
lnc-TRAPPC11-2,ENSG00000248206.1
lnc-OSBPL1A-2,ENSG00000264924.1
lnc-OSBPL7-1,ENSG00000264558.1
lnc-C2CD4B-4,ENSG00000259878.1
GPC5-AS2,ENSG00000232885.1
lnc-COQ7-1,ENSG00000261357.1
lnc-NPAP1-9,ENSG00000261621.1
SEMA3F-AS1,ENSG00000235016.1
lnc-KCTD6-2,ENSG00000243384.1
LINC01413,ENSG00000260172.1
lnc-EIF2D-1,ENSG00000237605.1
LINC00622,ENSG00000260941.1
lnc-NAV3-2,ENSG00000258084.5
lnc-PGPEP1L-8,ENSG00000259320.1
KCNAB1-AS1,ENSG00000242370.1
LINC02533,ENSG00000260239.1
lnc-FAM167A-2,ENSG00000269954.2
ARHGEF19-AS1,ENSG00000234166.1
lnc-SLC7A6-1,ENSG00000259797.1
lnc-PANO1-1,ENSG00000255142.1
GPRC5D-AS1,ENSG00000247498.9
LINC02352,ENSG00000259448.2
lnc-TRAP1-1,ENSG00000263235.1
lnc-RXYLT1-1,ENSG00000256571.1
NGF-AS1,ENSG00000228035.1
LINC01925,ENSG00000264265.1
LINC02520,ENSG00000227920.2
lnc-MPLKIP-1,ENSG00000259826.1
lnc-GABRA5-1,ENSG00000261426.1
lnc-MEX3C-1,ENSG00000266335.1
lnc-ARHGAP28-3,ENSG00000266065.1
lnc-NPAT-2,ENSG00000255467.1
lnc-EYA3-1,ENSG00000227050.1
RNF216-IT1,ENSG00000237738.1
lnc-DAZL-1,ENSG00000229271.1
lnc-SHISA9-1,ENSG00000261158.1
lnc-OR5H6-1,ENSG00000251088.1
ASTN2-AS1,ENSG00000229105.1
lnc-CEMP1-6,ENSG00000260874.5
LINC02134,ENSG00000260450.1
lnc-NFYB-1,ENSG00000257732.1
lnc-RMDN2-3,ENSG00000236213.1
lnc-PPP1R3A-2,ENSG00000224595.1
lnc-SLC1A1-3,ENSG00000236724.1
LINC01613,ENSG00000261432.1
SLC25A34-AS1,ENSG00000224459.1
LINC02021,ENSG00000249846.6
lnc-GDPD5-2,ENSG00000254630.1
lnc-ADIRF-1,ENSG00000151303.11
lnc-RAB11FIP4-4,ENSG00000266371.1
lnc-STYX-4,ENSG00000258731.1
LIPC-AS1,ENSG00000259293.1
lnc-FAM168A-1,ENSG00000256928.1
lnc-PTP4A3-3,ENSG00000254291.1
MGAT3-AS1,ENSG00000227188.1
lnc-ZDHHC6-3,ENSG00000233340.1
lnc-TEFM-3,ENSG00000265743.1
lnc-GABRG3-1,ENSG00000258594.1
